geneid,1,2,3,1-3ave,4,5,6,4-6ave,8,9,8-9ave,10,11,12,10-12ave,13,log2(4-6ave/1-3ave),log2(10-12ave/8-9ave)
EFNA4,15.85123968,15.67067586,13.13969286,14.8872028,11.87863715,12.42381515,12.05100072,12.11781767,38.23307544,33.47525435,35.8541649,36.7222137,35.23130213,33.50722849,35.15358144,9.865849279,-0.296942781,-0.028469036
EFNA5,16.37086439,14.77030032,15.7896296,15.6435981,18.38300462,15.57092992,15.55684786,16.50359413,11.56053428,10.87899659,11.21976544,11.4514031,11.50251947,13.12873765,12.0275534,15.11232559,0.077207865,0.100300681
ELOVL1,217.6867388,222.8205837,226.9672351,222.4915192,261.0033677,263.1555998,249.1772698,257.7787458,126.0467177,128.2299064,127.138312,152.3550958,161.328241,157.3270633,157.0034667,205.8536803,0.21238297,0.304397573
ELOVL2,0.048161399,0.039613838,0,0.029258412,0,0,0,0,0,0,0,0,0,0,0,0,-14.83661317,0
ELOVL3,0.421227818,0.577448975,0.210515106,0.403063966,0.527368774,0.847787694,0.474431101,0.616529189,0,0.091237438,0.045618719,0,0,0,0,0.302955693,0.613159149,-15.47736994
ELOVL4,7.657013355,8.275971371,6.261890163,7.39829163,6.417360256,5.998808606,6.542938262,6.319702374,3.894394419,3.659665002,3.77702971,3.587435194,3.217064887,4.58018547,3.794895184,5.734646514,-0.227335521,0.006807904
ELOVL5,154.2331233,140.6466707,166.0697522,153.6498487,131.0751022,109.129153,132.9207381,124.3749978,36.33764541,31.39465163,33.86614852,38.54816956,39.10000984,33.67197625,37.10671855,125.488014,-0.304949845,0.131836498
ELOVL6,40.38909188,41.18441741,39.59227442,40.38859457,43.47350429,36.81121587,44.30193016,41.52888344,10.76457295,10.52530188,10.64493741,16.24066314,15.08784474,14.36514556,15.23121781,29.05815075,0.040167138,0.516863789
ELOVL7,0.042067551,0.06920302,0,0.03709019,0,0.025400283,0.056857084,0.027419122,1.829105086,1.175419728,1.502262407,1.751358854,1.236387952,1.479707328,1.489151378,0.045383769,-0.435841564,-0.012646412
ENGASE,9.573601421,9.3878442,9.14052634,9.367323987,6.500527082,6.081781434,5.921757847,6.168022121,14.70632491,13.25232284,13.97932387,13.78375575,13.54971329,16.07374933,14.46907279,9.991869401,-0.602828945,0.049677885
ENPP6,0,0,0,0,0,0,0.027660856,0.009220285,0.027380182,0,0.013690091,0,0,0,0,0,13.17075217,-13.74094982
ENPP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOGT,12.85614162,12.00496471,11.98945993,12.28352209,12.90425612,9.677395154,13.6426382,12.07476316,3.444485157,3.611887327,3.528186242,4.56117044,4.33406173,4.244361569,4.37986458,12.28765749,-0.024729394,0.311959466
EPM2A,0.641084438,0.637870665,0.705378824,0.661444642,0.932080471,0.917766496,1.041159272,0.963668746,0.380420846,0.268757646,0.324589246,0.613660831,0.607800534,0.664465449,0.628642271,1.070898008,0.542916213,0.953621933
ERLEC1,114.6688726,111.7885074,117.3616842,114.6063548,100.48954,95.29025745,106.5505261,100.7767745,27.52238616,28.03829954,27.78034285,32.49789655,33.74427393,35.41706892,33.88641313,88.21428093,-0.185523853,0.286642522
EXT1,191.4836893,185.3820963,195.6176536,190.8278131,149.7503542,129.2440578,152.7940322,143.9294814,37.71036845,37.27803896,37.49420371,42.78755771,45.68047376,47.00225896,45.15676347,157.0854743,-0.406909324,0.268274497
EXT2,108.2682194,106.1567513,109.3640312,107.9296673,91.50626408,80.21438054,97.77594173,89.83219545,50.42599811,48.74730351,49.58665081,61.5803382,59.1279455,61.38741926,60.69856765,86.39421188,-0.264786981,0.291710681
EXTL1,0.127287489,0.244292608,0.127227776,0.166269291,0.119521036,0.179330361,0.17203748,0.156962959,0,0.08271095,0.041355475,0,0,0,0,0.274643325,-0.083097075,-15.33582561
EXTL2,33.29146259,32.49272172,35.70386713,33.82935048,31.70889301,30.2481319,32.75099762,31.56934084,5.913677612,6.132707278,6.023192445,7.478121464,6.421381139,7.946463019,7.281988541,35.78697022,-0.099751337,0.273804074
EXTL3,23.34185201,23.58279773,23.9167215,23.61379041,24.47447871,20.46803184,25.86035647,23.60095567,17.22114891,18.17634032,17.69874462,21.7465023,22.64750106,22.74316879,22.37905738,17.4529635,-0.000784357,0.338502221
FAM20B,45.1368729,46.46005857,46.64504408,46.08065852,45.46577713,35.9146115,47.69284042,43.02440968,29.48957184,31.58750691,30.53853937,41.78880824,39.62674211,40.77415748,40.72990261,43.63984196,-0.099005934,0.415457292
FBP1,0,0,0,0,0,0.133676473,0,0.044558824,168.8288186,165.8709213,167.34987,68.63754763,69.72887551,79.59617153,72.65419823,0,15.44345592,-1.203749349
FBP2,0,0,0,0,0,0,0,0,0,0.095851745,0.047925873,0,0.234346537,0,0.078115512,0,0,0.704792738
FBXO17,20.29800038,21.61165655,21.64621577,21.1852909,21.86560248,20.71548719,21.55910573,21.38006514,4.750952953,3.808077748,4.279515351,6.359944884,6.689861299,6.221930652,6.423912278,21.27005498,0.013203309,0.586004657
FBXO2,0.169058354,0,0,0.056352785,0.15874325,0.136102685,0.076164524,0.123670153,3.053363245,3.039280378,3.046321811,3.693832157,4.386794295,4.574270897,4.218299116,0.121590238,1.133924613,0.469592912
FBXO27,6.659057196,7.712826764,7.538863239,7.3035824,9.889560648,8.903027656,9.183833943,9.325474082,33.726296,34.74871057,34.23750328,34.12713139,35.02976135,34.51849555,34.55846276,7.990362823,0.352572749,0.013461545
FBXO44,5.676244886,4.399483376,3.641457713,4.572395325,5.944897952,4.251173342,4.610469514,4.935513603,5.65897213,5.85179388,5.755383005,6.816743506,6.546520677,8.639107825,7.334124003,6.123707752,0.110250057,0.349712666
FBXO6,1.275545749,0.874304301,0.637473684,0.929107911,0.39923942,0.192542837,0.071832693,0.221204983,1.208764753,1.036056273,1.122410513,2.824659509,1.857561866,2.085153562,2.255791646,0.114674836,-2.070457311,1.007032748
FCER2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGR3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCN1,0,0,0,0,0.036289028,0,0,0.012096343,0,0,0,0,0,0,0,0,13.56240255,0
FCN2,0,0,0,0,0,0,0,0,0.121824975,0,0.060912487,0,0,0,0,0,0,-15.89447408
FCN3,0,0,0,0,0,0,0,0,0,0.230893452,0.115446726,0.078687254,0,0.120179275,0.066288843,0,0,-0.800380011
FDPS,115.9252262,117.0276295,117.1775603,116.7101387,111.7204081,127.0170436,117.8778556,118.8717691,87.06973135,84.88254667,85.97613901,84.38625967,86.28497045,90.8837992,87.18500977,80.60157389,0.026476235,0.020143781
FKRP,25.83856698,27.64111068,25.90218301,26.46062022,36.74878637,35.06852689,36.48432122,36.10054483,9.833176787,9.059602847,9.446389817,11.30951565,12.09806503,11.73747769,11.71501946,28.24329935,0.448173718,0.310524344
FKTN,9.859437345,9.811179582,10.50923322,10.05995005,12.27493477,7.481244207,11.6599728,10.47205059,12.30717759,12.51294289,12.41006024,15.08846759,14.91176191,16.34563174,15.44862041,11.58636677,0.057920825,0.315967868
FMOD,0,0.046555869,0.042431081,0.029662316,0.053147794,0,0,0.017715931,0.530069383,0.845924766,0.687997075,0.300820839,0.134881901,0.382870464,0.272857735,0,-0.743551159,-1.334250299
FOLR1,0,0.288233936,0,0.096077979,0.329045474,0.282115759,0.157875009,0.256345414,1.719003615,1.973452495,1.846228055,0.620808055,0.278357613,0.39506749,0.431411053,0,1.415801998,-2.097443166
FOLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPGT,8.703997676,9.356248251,9.597524694,9.219256874,9.124268316,10.59432416,10.05233242,9.923641631,4.343643237,5.296726158,4.820184698,7.465142599,5.889638656,5.949981045,6.434920767,10.53285622,0.10621916,0.416833882
FREM1,0.089435566,0.044137663,0,0.04452441,0.05038719,0.010800194,0.084614668,0.048600684,0,0.011622982,0.005811491,0,0,0,0,0.057891505,0.126377423,-12.50494081
FUCA1,14.38821213,14.92864983,17.55384376,15.62356857,9.713298091,11.1291704,10.29527077,10.37924642,18.80895478,19.61542515,19.21218996,20.82502187,20.24372852,24.0454248,21.70472506,11.05847478,-0.590022269,0.17598716
FUCA2,0.068922704,0,0,0.022974235,0.064717382,0,0.046576802,0.037098061,0.092208377,0,0.046104188,0.183152824,0,0.093243283,0.092132036,0,0.691303081,0.998789438
FUK,5.225215886,4.383387484,4.092464831,4.567022734,3.368572493,2.856741134,3.197326053,3.140879893,5.912418548,6.216318983,6.064368765,6.171248452,6.566608332,7.069024502,6.602293762,4.122672615,-0.540085052,0.122609827
FUT1,0.044324456,0.072915731,0.066455494,0.061231894,0.124859991,0.133814981,0.149768602,0.136147858,7.115947396,6.682034158,6.898990777,8.087991592,7.886734942,9.114697315,8.363141283,0.23909294,1.15280612,0.277659567
FUT10,9.580415701,9.857196146,9.936305489,9.791305779,8.060811951,5.888298389,9.398153435,7.782421259,5.168217012,5.84599896,5.507107986,6.326646101,5.946240307,6.55019926,6.274361889,8.187018219,-0.331282159,0.188173813
FUT11,24.46449985,22.1864599,24.10033527,23.58376501,20.83659803,17.84902167,21.08978619,19.9251353,8.103792344,7.107768052,7.605780198,10.69627412,10.3394074,9.732918099,10.25619987,13.45030723,-0.243204523,0.431328082
FUT2,0.056952992,0,0,0.018984331,0,0,0.038487872,0.012829291,12.7626078,12.65668413,12.70964596,9.887868252,10.13375439,11.48042751,10.50068338,0,-0.565331264,-0.275440598
FUT3,0,0,0,0,0,0,0,0,2.195161434,2.574955854,2.385058644,2.577747866,2.803452421,2.806160954,2.729120414,0,0,0.194411234
FUT4,4.003158968,4.076662054,4.50144114,4.193754054,3.967734127,3.203613254,3.714375037,3.62857414,0.552565432,0.495473949,0.52401969,1.069414194,0.630925546,0.687713457,0.796017733,2.467846372,-0.208839455,0.603178606
FUT5,0,0,0,0,0,0,0,0,0.064643071,0,0.032321536,0,0.076762608,0,0.025587536,0,0,-0.337042769
FUT6,0,0,0,0,0,0,0,0,0.029608875,0.028762136,0.029185505,0.039207928,0.035160063,0.059882384,0.044750125,0,0,0.61662248
FUT7,0,0,0,0,0,0,0,0,0.099666407,0.096816198,0.098241302,0,0.059176128,0.05039251,0.036522879,0,0,-1.427504367
FUT8,30.36920538,29.44586419,30.19700946,30.00402634,26.25003653,22.56976603,26.73620354,25.18533537,5.073882909,4.947452201,5.010667555,11.63066903,11.61668026,10.72809898,11.32514942,25.72704264,-0.252572163,1.176455198
FUT9,0,0,0,0,0,0,0,0,0.422378082,0.355592577,0.38898533,0.223724398,0.256356561,0.341694935,0.273925298,0,0,-0.505931678
G6PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039506749,0.013168916,0,0,13.68495856
G6PC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAA,46.25851019,46.89291098,48.391915,47.18111206,33.61998946,30.50067503,32.3456377,32.15543406,36.1632097,35.32311556,35.74316263,31.21924426,28.52996374,36.06399179,31.93773326,65.69429086,-0.553146845,-0.162405365
GAL3ST1,0,0.052481441,0.047831656,0.033437699,0,0,0,0,0,0.041460566,0.020730283,0.056518157,0,0.043160174,0.03322611,0.068835309,-15.0292311,0.680551428
GAL3ST2,0,0,0,0,0.131938429,0,0,0.043979476,0,0,0,0,0.111613953,0.095046894,0.068886949,0,15.4245756,16.071964
GAL3ST3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAL3ST4,6.290145275,7.317878096,7.476663674,7.028229015,6.651296997,5.54298918,6.510194679,6.234826952,32.67555971,29.01624479,30.84590225,22.18656265,22.59681482,26.2575089,23.68029546,7.641894588,-0.172811658,-0.381391751
GALC,17.14881707,17.1212225,17.99358204,17.4212072,14.38099874,11.25701817,13.74273621,13.12691771,1.37730943,2.126012773,1.751661101,1.474051497,1.008205157,1.411846758,1.29803447,16.37066029,-0.408316371,-0.432394696
GALE,14.6626036,16.75708151,16.90487104,16.10818538,23.3101174,23.66708678,22.69526682,23.224157,46.38661997,45.65752582,46.0220729,61.63925874,60.58017041,59.21507515,60.4781681,17.17582853,0.527832222,0.394088467
GALK1,56.06569935,57.23336277,52.81147534,55.37017915,50.26895204,56.64837608,51.74761639,52.88831483,13.40694169,13.32640969,13.36667569,16.33785275,16.55523318,14.45824026,15.7837754,61.77843981,-0.066160181,0.239801605
GALK2,7.923960286,7.358621445,7.185704344,7.489428692,8.376539752,7.670581775,8.792365552,8.279829026,8.309883557,7.358031021,7.833957289,10.48314622,9.319639088,9.838255919,9.880347077,6.673432852,0.144745288,0.334820421
GALNS,22.56767388,22.53873656,23.35860783,22.82167276,22.41697029,19.7685181,21.02605006,21.07051282,16.44479111,15.09613648,15.7704638,14.32799179,14.01351569,15.62198986,14.65449912,21.77608524,-0.115179108,-0.105881424
GALNT1,44.31356085,42.16335049,41.94675705,42.80788946,36.53196459,33.15074814,37.20454261,35.62908511,18.74008439,20.25396366,19.49702402,27.74282925,27.26507208,24.15796857,26.3886233,29.53489989,-0.264821264,0.436662136
GALNT10,130.0886425,128.7238405,133.3640072,130.7254967,101.8644868,79.11196778,103.8134079,94.92995415,9.029533402,8.580630688,8.805082045,6.238363868,6.308166251,5.347021678,5.964517266,83.99248861,-0.461605257,-0.56193099
GALNT11,15.87350947,15.34690213,17.18823482,16.13621547,12.13754014,10.03277783,11.63665386,11.26899061,5.138340972,5.971581053,5.554961013,6.619158512,7.134008639,7.330928554,7.028031901,14.3708375,-0.517943919,0.339343899
GALNT12,0.184094147,0.302843179,0.046001946,0.177646424,0.172861633,0.111155588,0.165876962,0.149964728,46.91838215,46.25450167,46.58644191,40.82147739,40.50657855,44.33178627,41.88661407,0.198606434,-0.244383937,-0.153420876
GALNT13,0,0.121423703,0.04426629,0.055229998,0.027723259,0,0.079809207,0.035844155,0,0,0,0,0,0,0,0,-0.623700044,0
GALNT14,0,0.034669698,0,0.011556566,0.03957864,0,0,0.01319288,0.112782131,0.054778422,0.083780277,0.261354708,0.200890452,0.199583909,0.22060969,0,0.191031291,1.396802926
GALNT15,10.18050122,9.26899237,10.48771694,9.979070174,3.066202563,2.242287772,3.959136609,3.089208981,0,0,0,0.028357771,0,0,0.00945259,12.84808238,-1.691667602,13.20664665
GALNT16,3.528533633,3.371356882,3.687190984,3.529027166,1.506018168,1.248183334,1.360864459,1.371688653,0,0,0,0.015785529,0,0.012054642,0.009280057,1.499605437,-1.363316838,13.18007339
GALNT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT18,0.318446836,0.261929709,0.119361543,0.233246029,0.149508393,0.096138704,0.071733668,0.105793588,31.88159919,34.6945262,33.2880627,31.31049789,30.2280865,29.76223022,30.43360487,0.114516751,-1.140592873,-0.129339675
GALNT2,132.9085559,133.4500913,134.914939,133.7578621,118.5428357,100.7701607,121.5205726,113.6111896,97.98617289,94.86091807,96.42354548,92.2936245,90.58546899,96.68109179,93.18672843,102.5640593,-0.235518758,-0.049260976
GALNT3,5.956607198,5.710386257,6.005138817,5.890710757,5.863179337,4.439921686,5.663285871,5.322128965,62.04874043,62.43648901,62.24261472,65.82632091,62.71770461,60.52211381,63.02204645,2.659105343,-0.14643822,0.017953935
GALNT4,0.499169397,0.762502173,0.748402842,0.670024804,0.468712551,0.322925615,0.481900381,0.424512849,0.333907385,0.278021546,0.305964466,0.189496513,0.339865417,0.217063938,0.248808623,0.769313307,-0.658405039,-0.298326542
GALNT5,35.37751454,34.95107742,35.36797355,35.2321885,14.84645973,11.02990691,18.37426144,14.75020936,38.58537153,39.22484533,38.90510843,24.7344692,24.87216588,25.22924867,24.94529458,17.14896739,-1.256158604,-0.641191873
GALNT6,70.45535482,67.60604714,67.9998176,68.68707318,51.7639692,44.21771901,53.17235476,49.71801432,15.4585894,16.90634567,16.18246754,19.37937362,19.52233922,17.88296898,18.92822727,50.48449209,-0.466269925,0.226107679
GALNT7,4.178101352,3.367389701,4.351315041,3.965602031,3.370243677,3.047589907,3.714121708,3.377318431,23.5216786,22.66680845,23.09424353,16.74104852,16.9727997,18.13325828,17.28236883,3.025143879,-0.231661629,-0.418232293
GALNT8,0,0,0,0,0,0,0,0,0,0.012960991,0.006480496,0.017668146,0.01584407,0,0.011170739,0,0,0.785455049
GALNT9,0,0,0,0,0,0,0,0,0,0,0,0.073403047,0.021941615,0.018684782,0.038009815,0,0,15.21412233
GALNTL5,0.057895071,0.047620003,0,0.035171691,0,0,0,0,0,0,0,0,0,0.039162179,0.01305406,0.062458986,-15.10216811,13.67232143
GALNTL6,0.041657891,0,0,0.013885964,0,0,0.01407585,0.00469195,0.013933023,0.013534573,0.013733798,0.018450041,0,0.014089401,0.010846481,0,-1.565164163,-0.340475691
GALT,12.75478214,11.82044734,10.74042625,11.77188524,10.00780075,9.626632152,9.35743487,9.663955925,7.275579878,7.237818125,7.256699001,7.777075355,6.870070536,8.361840548,7.669662146,12.77064454,-0.284659577,0.079849587
GANAB,477.1578275,466.1955659,480.4627905,474.6053946,461.0167391,388.2323403,436.5611236,428.603401,283.2917958,280.1391115,281.7154536,295.0287224,297.5230788,304.8255931,299.1257981,393.6763169,-0.147085201,0.086513635
GANC,8.101425317,7.183973426,7.838535927,7.707978223,6.881057594,4.849176888,6.91179501,6.214009831,10.57988847,10.49429602,10.53709225,9.215359247,9.366748077,10.13992613,9.574011153,7.109599027,-0.310827927,-0.138281399
GAS1,28.32701197,29.74060354,30.67887201,29.58216251,16.17657543,14.34908412,16.42793625,15.6511986,1.138742466,1.238918559,1.188830513,1.326967152,1.18996977,0.829096713,1.115344545,30.41312936,-0.91845433,-0.092053523
GBA,2.638447267,1.388916744,0.909837286,1.645733766,1.882871325,1.433779106,4.100941858,2.472530763,0.494179269,0.30860163,0.401390449,0.420679142,1.886239088,0.713893886,1.006937372,0.455430104,0.587257211,1.326893599
GBA2,23.40633974,21.98843461,22.23360354,22.54279263,24.72547579,21.56203172,24.29519883,23.52756878,15.14771683,15.78231014,15.46501348,14.48474575,14.77217521,15.67017146,14.97569748,19.50071485,0.061685995,-0.046384892
GBE1,170.6488301,169.6965639,178.8293053,173.0582331,262.1323919,237.0712946,262.5176555,253.907114,4.432582026,4.983141488,4.707861757,8.606553439,8.664273219,8.486211665,8.585679441,183.7799185,0.553043236,0.866860213
GBGT1,0.143229995,0.31415974,0.178953503,0.212114413,0.089660539,0.144136524,0.161320694,0.131705919,12.67889192,13.65031549,13.1646037,7.400836764,10.39128116,9.527083888,9.106400603,0.206027904,-0.687518314,-0.531711212
GCK,0,0.076825089,0.070018489,0.048947859,0.043851443,0.028197888,0.063119363,0.045056231,0,0,0,0,0,0,0,0.251911848,-0.119516576,0
GCNT1,2.080868151,2.10522004,2.059093057,2.081727083,2.110216182,1.520271845,1.85620463,1.828897552,2.463745829,2.460895901,2.462320865,1.861641248,2.694250547,2.083202707,2.213031501,1.45918801,-0.186806583,-0.153994719
GCNT2,1.824856226,1.518438742,1.542976873,1.628757281,3.686044393,3.600210063,4.015092833,3.767115763,0.156135249,0.096517382,0.126326316,0.131570431,0.151697535,0.086120532,0.1231295,1.671115222,1.209688237,-0.036978461
GCNT3,0.089189705,0.171174604,0.178295728,0.146220012,0.446654881,0.502623537,0.442001262,0.463759893,0.09943552,0.135228678,0.117332099,0.316012872,0.401465477,0.442426778,0.386635042,0.70561773,1.665230524,1.720366086
GCNT4,3.223371169,2.366209981,2.780152547,2.789911233,2.571065201,2.343887216,2.670174089,2.528375502,1.507019243,1.28374722,1.395383231,2.026288876,1.762029418,1.899055426,1.89579124,1.458294736,-0.142008425,0.442138432
GCNT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDPD5,4.721320488,5.054829258,4.446099519,4.740749755,3.682161253,3.427933781,3.652037616,3.58737755,5.898812925,5.603349052,5.751080988,3.421711285,4.075770077,4.500157849,3.999213071,3.683320389,-0.402185555,-0.524116897
GFPT1,56.08283035,53.86227281,57.17960447,55.70823588,71.82519119,58.48292148,69.71045297,66.67285521,15.0903439,16.01322,15.55178195,18.77091274,18.52318271,19.01956317,18.77121954,46.05134969,0.259208876,0.271442471
GFPT2,5.839468897,5.63121475,6.521035712,5.997239787,18.60497457,16.36483876,17.47220565,17.48067299,0.107756484,0.104674918,0.106215701,0,0.063979546,0.081724421,0.048567989,13.72921679,1.543390008,-1.128903259
GFRA1,15.29586233,15.73876023,15.85033227,15.62831828,8.143155836,6.004943834,8.454844586,7.534314752,0.039915994,0.038774497,0.039345246,0.017618855,0.015799867,0.026909329,0.020109351,4.120047163,-1.052614233,-0.968287755
GFRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFRA3,0,0,0,0,0,0.057004263,0.063800396,0.04026822,0.12630603,0,0.063153015,0,0,0,0,0,15.2973899,-15.94658684
GFRA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLA,34.43866059,36.19120203,32.22352413,34.28446225,73.49405436,79.13973285,83.19978301,78.61119007,35.37609837,36.45378797,35.91494317,88.21823448,92.82208808,87.91607917,89.65213391,52.85471548,1.197179773,1.319753666
GLB1,66.03441008,65.85260394,69.64089582,67.17596995,68.05259586,59.50082535,66.08783921,64.54708681,21.48117108,21.58344526,21.53230817,23.52204353,25.36838853,25.83994868,24.91012692,70.81165845,-0.057593262,0.210229385
GLB1L,8.239566826,7.612778497,8.757483951,8.203276425,6.35903772,6.303976306,5.682574659,6.115196228,3.473101092,2.750363398,3.111732245,2.199552119,2.151783506,1.679691227,2.010342284,9.985014624,-0.42380139,-0.630276514
GLB1L2,0,0,0,0,0,0,0,0,19.58067045,21.22003589,20.40035317,32.04188211,32.80867614,31.83809833,32.22955219,0,0,0.659789989
GLB1L3,0,0,0,0,0,0,0,0,0.01439564,0.041951882,0.028173761,0.09531318,0.034189182,0,0.043167454,0,0,0.615574063
GLCE,28.51223116,27.75068225,29.14457809,28.46916383,35.36049388,25.31501727,30.70728465,30.46093193,13.59552016,14.07459267,13.83505642,13.7852473,13.95342758,14.25875442,13.9991431,36.14754916,0.097559957,0.017009993
GLIPR1L1,0,0,0,0,0.130603791,0.083982437,0.093994948,0.102860392,0,0,0,0,0,0.094085437,0.031361812,0,16.65034206,14.93676731
GLT8D1,60.40148577,60.68938352,61.11064879,60.73383936,49.97896034,48.88306194,53.67933946,50.84712058,16.95135106,16.66497748,16.80816427,17.62396884,16.16823848,17.31371006,17.03530579,55.06189683,-0.256334491,0.019365677
GLT8D2,52.31840083,52.66588861,54.88207972,53.28878972,44.42908601,45.16370578,46.80977138,45.46752106,0.118100579,0.038241066,0.078170823,0,0.093495026,0.119426088,0.070973705,55.80780065,-0.228995714,-0.139343732
GLTP,127.3106394,118.7523816,121.7198186,122.5942799,136.0360564,122.5692518,125.1672427,127.9241836,183.123271,166.3799285,174.7515997,202.3920226,199.930149,220.7266688,207.6829468,105.455719,0.06139736,0.249077095
GM2A,47.40538674,48.67813635,48.52154639,48.20168983,37.08739446,35.75960544,41.09755437,37.98151809,135.5826289,132.7944714,134.1885502,124.9836261,128.1940697,135.7670291,129.6482416,44.00193008,-0.343786147,-0.049658937
GMDS,13.50728067,13.64843048,14.45092781,13.86887965,11.00324804,10.82920744,10.24632287,10.69292612,8.825942015,8.253850783,8.539896399,9.666758385,9.095084931,8.59220389,9.118015735,10.13289655,-0.375194518,0.09450132
GML,0,0,0,0,0,0,0,0,0,0,0,0,0.325342799,0,0.1084476,0,0,16.7266519
GMPPA,54.37109445,61.05398766,59.48784978,58.30431063,62.24069172,64.93889967,59.87217276,62.35058805,23.88457222,25.2894367,24.58700446,25.80754505,29.73908977,30.08701232,28.54454905,42.88286125,0.096800614,0.215319286
GMPPB,31.20790805,29.5912194,30.90787656,30.56900134,29.06246241,32.61797136,30.73743539,30.80595639,8.155497209,7.810950462,7.983223836,8.826732778,8.777306684,8.59468095,8.732906804,17.58870791,0.011139904,0.129490466
GNE,24.12359831,24.6556766,25.42025902,24.73317797,33.61120884,27.16849568,31.57201557,30.7839067,8.481660066,8.302483576,8.392071821,10.59780826,10.89824197,14.07483815,11.85696279,25.8849826,0.315728696,0.498635525
GNPDA1,54.67400952,54.76420529,58.91093309,56.11638263,59.46089581,64.29276421,64.00996622,62.58787541,34.10216586,36.22172352,35.16194469,57.16846518,59.79785856,54.70247499,57.22293291,53.84584266,0.157461188,0.702578564
GNPDA2,5.761571762,5.912705995,6.599825227,6.091367661,8.039202211,7.851735336,7.696174867,7.862370805,2.12513871,2.239311259,2.182224984,3.553395326,2.951291458,3.296332632,3.267006472,7.958497746,0.368198167,0.582169244
GNPNAT1,76.53947955,76.22585735,75.80765013,76.19099568,90.17493001,85.87634678,87.9049943,87.98542369,22.74094553,23.93149576,23.33622064,39.68340118,42.94784633,39.36634192,40.66586315,61.7485517,0.207644025,0.801247277
GNPTAB,25.67339288,25.46693823,26.80535996,25.98189702,18.6221861,13.03510733,19.91008597,17.18912647,17.56960907,16.78506041,17.17733474,14.89277476,15.51840126,15.60435184,15.33850929,15.88174177,-0.596010512,-0.163347916
GNPTG,49.79124342,52.3027717,53.50868549,51.86756687,45.56346641,44.99656954,41.16419603,43.90807733,37.48176102,37.11123935,37.29650018,30.71935427,31.38741082,31.87106335,31.32594281,51.99497386,-0.240346326,-0.25168232
GNS,176.847378,177.9395967,186.8840483,180.5570076,162.2888863,119.7645148,161.6796867,147.9110293,37.97087101,38.25848275,38.11467688,42.1403928,39.85811697,42.72784419,41.57545132,149.5109484,-0.287724779,0.125385276
GOLPH3,131.1219428,140.5414183,140.7846038,137.482655,126.7561145,111.2652399,123.9232092,120.6481879,79.29581031,85.42713646,82.36147338,87.49239991,83.73050305,86.45103725,85.89131341,110.8103143,-0.188443369,0.060542593
GP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAA1,169.6460234,179.17026,169.9197027,172.9119954,152.9343221,167.9099822,153.2168271,158.0203771,110.4072009,110.7329632,110.570082,114.4247267,126.3341529,117.1450061,119.3012952,153.5964503,-0.129927346,0.10964863
GPC1,46.50042223,47.89460696,46.48599027,46.96033982,168.4389641,160.1664165,151.4710408,160.0254738,238.2898371,243.1470159,240.7184265,296.7792786,304.3907425,306.2512742,302.4737651,129.3991831,1.768786805,0.329463434
GPC2,0.50287647,0.041362724,0.226188253,0.256809149,0.283316061,0.303635561,0.475769621,0.354240415,3.296593995,3.431056785,3.36382539,1.514503523,1.837489893,2.211056927,1.854350114,1.085037238,0.464030671,-0.85918881
GPC3,0,0,0,0,0,0,0,0,0.047498708,0,0.023749354,0,0,0,0,0,0,-14.5356614
GPC4,0,0,0,0,0,0,0,0,0.233653424,0.327847753,0.280750589,0.068756161,0.061657708,0.052505744,0.060973204,0,0,-2.203023256
GPC5,0,0,0,0,0.051003286,0,0,0.017001095,0,0,0,0.048113792,0,0,0.016037931,0,14.05342495,13.96929034
GPC6,36.25020952,36.79340953,37.03640298,36.69334068,27.94614211,15.81383576,24.67829508,22.81275765,0.019908627,0.01933929,0.019623958,0,0,0,0,45.9468983,-0.685677381,-14.26040197
GPCPD1,7.135354115,7.425639382,7.668824504,7.409939334,7.804647979,6.300322929,6.567533275,6.890834728,1.967375419,1.911113411,1.939244415,3.058265268,2.43780176,3.165830585,2.887299204,7.477113127,-0.104782961,0.574225727
GPI,78.06388752,77.10750773,74.35650772,76.50930099,81.72930902,89.18714635,82.92565216,84.61403584,87.05170095,83.01622715,85.03396405,120.2228512,132.5229667,132.7136756,128.4864978,55.28307397,0.145261854,0.595505655
GPIHBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
